Place_Id,Place_Name,Description,Category,City,Price,Rating,Link,Address
285,Taman Sejarah Bandung,"Taman Sejarah Bandung adalah taman yang terletak di belakang Balai Kota Bandung, kompleks Pemerintahan Kota Bandung. Taman ini berfungsi untuk mengenalkan sejarah di Kota Bandung. Taman ini dilengkapi informasi mengenai pemimpin kota Bandung dari masa ke masa. Pembangunan taman ini menghabiskan anggaran sekitar 3,5 miliar rupiah.",Edukasi,Bandung,0,46,"https://www.google.com/maps/place/Taman+Sejarah+Bandung/@-6.9101223,107.6102605,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e63782a282eb:0x4957808ac9586362!8m2!3d-6.9101223!4d107.6102605!16s%2Fg%2F11g__wy1wd?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
287,Puspa Iptek Sundial,"Puspa Iptek Sundial adalah wahana pendidikan yang terletak di kawasan Kota Baru Parahyangan, Padalarang, Bandung, Jawa Barat. Puspa Iptek Sundial diresmikan pada tanggal 11 Mei 2002, bertepatan dengan momen Hari Pendidikan Nasional. Keberadaan Puspa Iptek Sundial merupakan upaya penting bagi perwujudan Kota Baru Parahyangan sebagai Kota Mandiri yang berwawasan pendidikan. Mulai tahun 2013 area alat peraga di Puspa Iptek Sundial juga diperluas serta fasilitasnya diperlengkap, seiring dengan semakin tingginya minat dan kepedulian masyarakat terhadap dunia sains dan teknologi.",Edukasi,Bandung,25000,44,"https://www.google.com/maps/place/Puspa+Iptek+Sundial/@-6.8521886,107.4939133,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e35116c49295:0x223e29a3fcb8c666!8m2!3d-6.8521886!4d107.4939133!16s%2Fg%2F1ptyxgj01?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
288,Masjid Salman ITB,"Masjid Salman ITB adalah masjid kampus yang terletak di Jalan Ganesha 7, Lebak Siliwangi, Coblong, Kota Bandung atau tepat di depan area Kampus ITB Ganesha. Dengan luas lahan 7800 m2 dan luas bangunan masjid 1225 m2, Masjid Salman dilengkapi dengan berbagai fasilitas penunjang seperti kantin, air minum gratis, mini market, dan ruang serbaguna. Masjid yang dibuka pada tahun 1972 ini merupakan masjid kampus pertama di Indonesia.",Religi,Bandung,0,48,"https://www.google.com/maps/place/Masjid+Salman+ITB/@-6.8937059,107.6111822,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e650eb4f8499:0x5d08d070d6d3c906!8m2!3d-6.8937059!4d107.6111822!16s%2Fg%2F1tfh6yzn?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
289,Curug Aseupan,"Curug Aseupan berada di kawasan Curug Tilu Leuwi Opat. Curug ini merupakan bintang utama dari beberapa curug di sini. Jika diceritakan, kecantikannya bisa lah buat mengisi galeri dan feed instagram. Curug ini sendiri berada di Dusun Ciwangan, Kelurahan Cihanjuang rahayu, kecamatan Parangpong, Kabupaten Bandung Barat. Sekitar 9 KM dari Lembang yang jarangnya cukup berdekatan dengan Curug Cimahi. Bukan hanya menyajikan pemandangan air terjun, di sekitar curug juga terdapat area camping ground yang cukup luas.",Alam,Bandung,10000,47,"https://www.google.com/maps/place/Curug+Aseupan/@-6.7875652,107.5822844,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e1df0fdf9775:0xd2cd50fead3f3f0b!8m2!3d-6.7875652!4d107.5822844!16s%2Fg%2F11j02btpqz?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
290,Museum Pendidikan Nasional,"Museum Pendidikan Nasional Universitas Pendidikan Indonesia diresmikan oleh Gubernur Jawa Barat, H. Ahmad Heryawan, Lc. Pembangunan Museum Pendidikan Nasional ini merupakan salah satu bentuk tanggung jawab UPI sebagai perguruan tinggi yang memiliki kepedulian terhadap kelestarian warisan sejarah budaya bangsa khususnya dibidang pendidikan. Museum pada umumnya memamerkan benda koleksi yang berasal dari masa lalu, namun hal tersebut berbeda dengan Museum Pendidikan Nasional Universitas Pendidikan Indonesia. Museum ini menyajikan bagaimana pendidikan dimasa yang akan datang, karena saat ini pendidikan menjadi bersifat forecasting atau ramalan. Keberadaan Museum Pendidikan Nasional diharapkan mampu menjadi wahana pusat penelitian, serta sumber belajar dan pembelajaran, yang dapat meningkatkan kompetensi pendidik maupun wawasan pembelajar dalam mengupayakan peningkatan mutu pendidikan, sekaligus menjadi tujuan wisata budaya di Jawa Barat dan Nasional. Karena pada dasarnya manusia tidak mempelajari masa lalu, melainkan masa depan.",Sejarah,Bandung,5000,46,"https://www.google.com/maps/place/Museum+Pendidikan+Nasional+Universitas+Pendidikan+Indonesia/@-6.8598124,107.5941421,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e6b9050dd3ab:0xb60935faacf5fbdb!8m2!3d-6.8598124!4d107.5941421!16s%2Fg%2F11bw2g3c_v?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
291,Water Park Bandung Indah,Bandung Indah Waterpark merupakan salah satu kolam renang yang ada di Bandung. Menyediakan berbagai wahana permainan air yang cocok bagi keluarga. Terdapat kolam renang untuk dewasa dan anak-anak. Pengunjung dapat melakukan olahraga renang dan rekreasi.,Taman Hiburan,Bandung,5000,40,"https://www.google.com/maps/place/Water+Park+Bandung+Indah/@-6.9805807,107.5856567,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e930051c0039:0x2abc639a8ad3c1c6!8m2!3d-6.9805807!4d107.5856567!16s%2Fg%2F11b6v9zg7r?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
292,Curug Anom,"Curug Anom adalah sebuah air terjun yang memiliki dinding batu atau tebing berbentuk flat, sehingga sekilas terlihat seperti tembok, padahal ini nyata tebing batu yang memiliki permukaan rata dengan ketinggian kurang lebih 30 meter. Lokasi Curug Anom berada dalam kawasan obyek wisata Natural Hill Lembang, tepatnya di Jln. Kolonel Masturi, Kec. Cisarua, Kab. Bandung Barat, Jawa Barat. Meskipun debit air di Curug Anom Lembang ini tidak terlalu besar, namun karena ukuran tebing yang sangat tinggi, maka cipratan air yang jatuh dari atas akan terasa seperti hujan lokal. Aliran air yang jatuh mengikuti permukaan dinding tebing yang rata dan kemudian membentur dasar air terjun terlihat seprti seuntai kain sutra yang menghiasi dinding batu.",Alam,Bandung,0,46,"https://www.google.com/maps/place/Air+Terjun+Anom/@-6.8131166,107.5687624,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e3c3ba48226b:0x8c6bcd7e37cc7160!8m2!3d-6.8131166!4d107.5687624!16s%2Fg%2F11fn6112gl?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
293,Taman Badak,"Taman Badak ini baru saja diresmikan pada tanggan 19 Desember 2017 oleh Bapak Ridwan Kamil sebagai Wali Kota Bandung. Terdapat Patung Badak yang berusia puluhan tahun di taman ini yang menjadi ikonnya. Patung Badak tersebut direvitalisasi, sehingga kini tampilannya baru dan menjadi spot foto favorit bagi para pengunjung. Selain Patung Badak, juga terdapat Patung Dewi Sartika yang berada di samping Taman Badak yang juga turut direvitalisasi, tetapi Patung Dewi Sartika ini bentuk awalnya kecil dan kini telah diperbesar.",Taman Hiburan,Bandung,0,45,"https://www.google.com/maps/place/Taman+Dewi+Sartika/@-6.9133997,107.6073265,17z/data=!4m10!1m2!2m1!1sTaman+Badak!3m6!1s0x2e68e63a008d5815:0x70c839a012c11697!8m2!3d-6.9133997!4d107.6095152!15sCgtUYW1hbiBCYWRha1oNIgt0YW1hbiBiYWRha5IBCWNpdHlfcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObGQwczNRMjFSUlJBQuABAPoBBAgAED0!16s%2Fg%2F11g8w1168_?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
294,Taman Film,"Taman Film adalah salah satu taman tematik dan ruang terbuka publik di Kota Bandung yang terletak di bawah Jembatan Pasupati, Bandung, Jawa Barat. Taman ini diresmikan oleh Wali kota Bandung, Ridwan Kamil, pada tanggal 14 September 2014. Taman ini memiliki konsep bioskop terbuka yang modern agar warga dapat beraktivitas di taman dan mendapat sarana menonton film secara gratis. Taman Film dikelola Komunitas Film Bandung dan Dinas Pertamanan Kota Bandung.",Budaya,Bandung,0,43,"https://www.google.com/maps/search/Taman+Film/@-6.9133997,107.6073265,17z?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
295,Museum Nike Ardilla,"Museum Nike Ardilla diresmikan atau dibuka untuk umum tepat di hari dimana almarhumah Nike Ardilla jika masih hidup berusia 21 tahun. Diresmikan langsung sendiri oleh pihak keluarga yaitu ayahnya sendiri (Almarhum) R.Eddy Kusnaedi dengan pemotongan kue ulang tahun, dan disaksikan langsung di depan komunitas Nike Ardilla Fans Club. Museum ini menempati sebuah bangunan Rumah yang akan menjadi saksi bisu serta menyimpan segala kenangan Nike Ardilla selama hidupnya, dan populer juga dengan sebutan Rumah Nike Ardilla (RNA). Sahabat traveler’s, Konsep dasar bangunan Rumah Nike Ardilla (RNA) ini adalah merupakan paduan desain yang menyerupai Planet Hollywood, Hard Rock Cafe dan Museum pada umumnya yang biasa kita lihat. Museum Nike Ardilla ini menempati bangunan 2 lantai seluas 500 meter persegi, dimana lantai pertama digunakan sebagai tempat tinggal keluarga almarhumah Nike Ardila. Sementara di lantai 2 Museum, selain digunakan sebagai ruang pamer barang koleksi Nike Ardilla, Aksesoris serta benda-benda pribadi miliknya, anda juga bisa menyaksikan seperti apa sih ruang pribadi berupa kamar Nike Ardilla dengan segala isinya.",Budaya,Bandung,0,46,"https://www.google.com/maps/place/Museum+NIKE+ARDILA/@-6.9405373,107.6724898,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68c2a6dabede01:0xb1c1cfdc86b0c8d5!8m2!3d-6.9405373!4d107.6724898!16s%2Fg%2F1pzpm7262?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
296,Batununggal Indah Club,"Kolam renang Batununggal merupakan salah satu kolam renang yang digemari warga Bandung saat liburan. Kolam renang berada di kawasan komplek perumahan Batununggal Insah Estate. Buat kamu yang paham dengan perumahan tersebut pasti mudah sekali untuk menuju ke lokasi. Kolam renang ini sebenarnya bernama Kolam Renang Batununggal Indah Club atau kolam renang BIC. Kolam renang ini merupakan salah satu fasilitas exclusive bagi para penghuni perumahan. Meskipun merupakan fasilitas perumahan, tetapi pihak pengelola sudah membuka untuk umum. Jadi buat kamu yang berada di Bandung dan sekitarnya tanpa harus tinggal di perumahan tersebut sudah bisa menikmati liburan di sana sob.",Wahana Air,Bandung,70000,44,"https://www.google.com/maps/place/Batununggal+Indah+Club/@-6.96323,107.626416,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e856a4e65fa9:0xd8cfdfde18d660dc!8m2!3d-6.96323!4d107.626416!16s%2Fg%2F1pzrwrkzb?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
297,Mountain View Golf Club,"Selamat Datang di Mountain View Golf Club Dago Pakar Bandung. Golf Course dengan 72 par, 18 hole telah dirancang oleh Juara dunia 5 kali asal Inggris Peter Thompson dan tentu saja achitect terkenal Ross Peret, terletak di dalam kompleks perumahan bergengsi hanya 30 menit dari bandara internasional Bandung atau 20 menit dari pusat kota. Pegolf dan pengunjung yang duduk di barisan depan akan disajikan pemandangan dari Club House dan lapangan golf di pegunungan dekat dengan kota Bandung. Dilengkapi fasilitas kelas dunia, lengkap dengan kamar Vip, Ruang Pijat, Loker mewah untuk pria dan wanita, Champions Bar, Restoran dan Toko Golf yang berdekatan dengan pintu masuk lobi.",Taman,Bandung,375000,44,"https://www.google.com/maps/place/Mountain+View+Golf+Club/@-6.8629384,107.6482191,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e73fc3af56cd:0x7ee32cb54b018a80!8m2!3d-6.8629384!4d107.6482191!16s%2Fg%2F1hc8xsd92?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
298,Gunung Lalakon,"Gunung Lalakon merupakan sebuah gunung yang terdapat di Kampung Jelegong, Desa Badaraksa, Kecamatan Kutawaringin, Kabupaten Bandung, Jawa Barat dan memiliki ketinggian 870 meter. Gunung Lalakon terkenal dikarenakan bentuknya yang menyerupai kerucut sempurna atau piramida.\nGunung Lalakon dikenal juga dengan nama Gunung Sabelas karena di puncak gunung ini terdapat dua buah tower PLN yang bila dilihat dari kejauhan membentuk angka 11, tower milik PLN ini terhubung dengan PLTA Saguling. Sehingga, untuk keamanan tower beserta fungsinya inilah yang menjadikan perijinan ke gunung ini sedikit ketat, tidak mengagetkan ketika akan mendekati puncak banyak bambu yang dirintangkan ke jalur dengan tujuan menutup jalur pendakian .\nSelain keberadaan tower milik PLN, di gunung ini juga terdapat beberapa situs batuan, seperti Batu Lawang, Batu Pabiasan, Batu Warung, Batu Pupuk, Batu Renges, Batu Gajah, dan sebuah Batu Panjang yang terletak di atas puncak. Menurut salah seorang tokoh masyarakat Kampung Badaraksa, Abah Acu, ""secara filosofis, Gunung Lalakon adalah perlambang sebuah lakon dari kehidupan manusia. Batu-batu tadi merepresentasikan berbagai profesi (lakon) yang dipilih oleh manusia.""\nPemandangan dari gunung ini cukup bagus, seluruh sudut Kabupaten Bandung bisa terlihat dari puncaknya, termasuk pemandangan Waduk Saguling di sebelah barat. Beberapa sisi gunung ini sudah rusak oleh aktivitas galian liar (galian C), seperti di area Cipatik di sisi utara dan area Situwangi di sisi barat.",Gunung,Bandung,0,48,"https://www.google.com/maps/place/Gn.+Lalakon/@-6.9580555,107.5205556,14z/data=!3m1!4b1!4m6!3m5!1s0x2e68efa41b586901:0x18fdd197d1774d0e!8m2!3d-6.9580556!4d107.5205556!16s%2Fg%2F11b_2jzmrh?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
299,Sendang Geulis Kahuripan,"Wilayah ini lebih tepatnya berada di RPH Cikalong Wetan, BKPH Padalarang Perum Perhutani BKPH Bandung Utara. Dilihat dari kawasannya, mengingatkan saya kepada salah satu objek wisata yang berada di jawa tengah. Lebih tepatnya berada di klaten, Umbul Ponggok namanya. Bagi Sobat Native yang sudah pernah ke Umbul Ponggok, objek wisata sendang ini hampir sama persis. Hanya saja, di kawasan ini digunakan secara serba guna. Maksud dari serba guna adalah. Sumber mata air yang keluar dari objek wisata ini digunakan juga oleh sebagian masyarakat sekitar sebagai tempat mencuci. Tunggu dulu, jangan merasa jijik dahulu. Sumber mata air yang menghasilkan sendang ini hampir setiap menit mengalir air-air bersih.",Alam,Bandung,10000,43,"https://www.google.com/maps/place/Sendang+Geulis+Kahuripan/@-6.7495268,107.478658,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6902b54a040cbb:0x57a1bc0c1c68a9a5!8m2!3d-6.7495268!4d107.478658!16s%2Fg%2F11c533_3yt?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
300,Sanghyang Heuleut,"Danau yang satu ini memiliki air jernih bernuansa kehijauan yang berpadu indah dengan tebing batu berukuran besar di sekelilingnya. Di sela-sela bebatuan, kamu bisa menemukan pepohonan dan rerumputan hijau yang menyegarkan mata. Bebatuannya yang tinggi itu bahkan kerap digunakan sebagai tempat para traveler untuk meloncat indah menuju danau purba tersebut. Danau Sanghyang Heuleut memiliki kedalaman sekitar tiga meter. Jadi, sebelum kamu masuk ke dalam danau, pastikan kamu bisa berenang agar tidak tenggelam, atau setidaknya telah memiliki perlengkapan seperti jaket pelampung. ",Alam,Bandung,10000,44,"https://www.google.com/maps/place/Sanghyang+Heuleut/@-6.8765131,107.3422183,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68f921df3d9485:0x37b777561df507bd!8m2!3d-6.8765131!4d107.3422183!16s%2Fg%2F11bwn8plxk?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
302,Masjid Pusdai,"Masjid PUSDAI (pusat dakwah islam) dibangun dalam arsitektur asli di Indonesia, dengan bentuk bentuk yang khas atap Limas. Aplikasikan pada semua atap bangunannya dengan dipadu berbagia gaya arsitektur masjid masjid di seluruh penjuru dunia Islam. Uniknya daripada yang lain, ternyata ada pada bagian kubah (atap masjid) yang terbuat dari sebuah kayu. Sebagian ornamen pada masjid ini, terbuat dari kayu dan terkesan alami dan begitu kuat. Batu marmer juga ikut mendominasi bangunan masjid dengan beberapa hiasan bermotif etnis dalam pola kaligrafinya yang terdapat di bangunan masjid PUSDAI.",Religi,Bandung,0,47,"https://www.google.com/maps/place/Masjid+PUSDAI+Jawa+Barat/@-6.9001204,107.6237767,17z/data=!4m10!1m2!2m1!1s302%09Masjid+Pusdai%09Masjid+PUSDAI+(pusat+dakwah+islam)+dibangun+dalam+arsitektur+asli+di+Indonesia,+dengan+bentuk+bentuk+yang+khas+atap+Limas.+Aplikasikan+pada+semua+atap+bangunannya+dengan+dipadu+berbagia+gaya+arsitektur+masjid+masjid+di+seluruh+penjuru+dunia+Islam.+Uniknya+daripada+yang+lain,+ternyata+ada+pada+bagian+kubah+(atap+masjid)+yang+terbuat+dari+sebuah+kayu.+Sebagian+ornamen+pada+masjid+ini,+terbuat+dari+kayu+dan+terkesan+alami+dan+begitu+kuat.+Batu+marmer+juga+ikut+mendominasi+bangunan+masjid+dengan+beberapa+hiasan+bermotif+etnis+dalam+pola+kaligrafinya+yang+terdapat+di+bangunan+masjid+PUSDAI.%09Tempat+Ibadah%09Bandung%090%0947%09%09%09%09%09%09%09%09%09%09%09%09%09%09%09%09%09%09%09!3m6!1s0x2e68e7b394d93a91:0x6cd6a249b02f7!8m2!3d-6.9001204!4d107.6259654!15sCv0EMzAyCU1hc2ppZCBQdXNkYWkJTWFzamlkIFBVU0RBSSAocHVzYXQgZGFrd2FoIGlzbGFtKSBkaWJhbmd1biBkYWxhbSBhcnNpdGVrdHVyIGFzbGkgZGkgSW5kb25lc2lhLCBkZW5nYW4gYmVudHVrIGJlbnR1ayB5YW5nIGtoYXMgYXRhcCBMaW1hcy4gQXBsaWthc2lrYW4gcGFkYSBzZW11YSBhdGFwIGJhbmd1bmFubnlhIGRlbmdhbiBkaXBhZHUgYmVyYmFnaWEgZ2F5YSBhcnNpdGVrdHVyIG1hc2ppZCBtYXNqaWQgZGkgc2VsdXJ1aCBwZW5qdXJ1IGR1bmlhIElzbGFtLiBVbmlrbnlhIGRhcmlwYWRhIHlhbmcgbGFpbiwgdGVybnlhdGEgYWRhIHBhZGEgYmFnaWFuIGt1YmFoIChhdGFwIG1hc2ppZCkgeWFuZyB0ZXJidWF0IGRhcmkgc2VidWFoIGtheXUuIFNlYmFnaWFuIG9ybmFtZW4gcGFkYSBtYXNqaWQgaW5pLCB0ZXJidWF0IGRhcmkga2F5dSBkYW4gdGVya2VzYW4gYWxhbWkgZGFuIGJlZ2l0dSBrdWF0LiBCYXR1IG1hcm1lciBqdWdhIGlrdXQgbWVuZG9taW5hc2kgYmFuZ3VuYW4gbWFzamlkIGRlbmdhbiBiZWJlcmFwYSBoaWFzYW4gYmVybW90aWYgZXRuaXMgZGFsYW0gcG9sYSBrYWxpZ3JhZmlueWEgeWFuZyB0ZXJkYXBhdCBkaSBiYW5ndW5hbiBtYXNqaWQgUFVTREFJLglUZW1wYXQgSWJhZGFoCUJhbmR1bmcJMAk0N5IBBm1vc3F1ZeABAA!16s%2Fg%2F12hvyqdpy?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
303,Masjid Al-Imtizaj,"Masjid Al Imtizaj adalah salah satu masjid yang bernuansa oriental dan arsitektur bercorak negeri tirai bambu yang berada di Kota Bandung. Letak masjid ini lebih tepatnya berada di Jalan Banceuy nomor 8, Kota Bandung, Jawa Barat.",Religi,Bandung,0,47,"https://www.google.com/maps/place/Masjid+Al-Imtizaj/@-6.919425,107.6078639,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e62515931305:0xf728072a1adb6daa!8m2!3d-6.919425!4d107.6078639!16s%2Fg%2F11b5ywv9f8?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
304,Situ Cileunca,"Situ Cileunca yang berlokasi di Warnasari, Pangalengan, Bandung, Jawa Barat adalah sebuah danau buatan dengan luas mencapai 1.400 hektar dengan latar belakang perbukitan dan pegunungan yang indah. Selain difungsikan sebagai objek wisata, Situ Cileunca juga berfungsi sebagai pembangkit listrik tenaga air (PLTA). Air yang berasal dari danau tersebut dialirkan melalui Sungai Palayangan. Sungai ini pula yang sering dijadikan sebagai arena ber-arung jeram. Kedalaman danau mencapai 17 meter, dan sebelum tahun 1918, ini merupakan hutan belantara yang kemudian diubah menjadi situ, yang berfungsi melayani kebutuhan air masyarakat.",Alam,Bandung,2500,44,"https://www.google.com/maps/place/Danau+Cileunca/@-7.1933331,107.5505556,14z/data=!3m1!4b1!4m6!3m5!1s0x2e689142075b6805:0x217fbdfc77613f75!8m2!3d-7.1933333!4d107.5505556!16s%2Fg%2F11b_03bh0l?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
305,Sunrise Point Cukul,Sunrise Point Cukul merupakan salah satu tempat wisata populer bagi wisatawan untuk melihat matahari terbit di kawasan Bandung Selatan. Mereka bisa melihat sunrise dari ketinggian 1.600 meter di atas permukaan laut. Sunrise Point Cukul merupakan salah satu tempat wisata populer bagi wisatawan untuk melihat matahari terbit di kawasan Bandung Selatan. Mereka bisa melihat sunrise dari ketinggian 1.600 meter di atas permukaan laut.,Alam,Bandung,10000,46,"https://www.google.com/maps/place/Sunrise+Point+Cukul/@-7.2336882,107.534293,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6890f11d215a35:0x820681487d86d09f!8m2!3d-7.2336882!4d107.534293!16s%2Fg%2F11cr_7kvmr?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
306,Sungai Palayangan,"Sungai Palayangan terletak di Kawasan Objek Wisata Situ Cileunca Pangalengan Kab. Bandung, sekitar 45 Km atau kurang lebih 2 jam perjalanan dari pusat Kota Bandung. Adalah lokasi Arung Jeram yang paling Populer di Kawasan Bandung Selatan karena memiliki beberapa kelebihan dibandingkan dengan sungai-sungai yang lain.\nBerikut adalah kelebihan-kelebihan Arung Jeram di Sungai Palayangan :",Alam,Bandung,150000,46,"https://www.google.com/maps/place/Ujung+Arung+Jeram+-+Sungai+Palayangan/@-7.1781875,107.5132936,13z/data=!4m10!1m2!2m1!1sSungai+Palayangan!3m6!1s0x2e689302e1551fc7:0xfd1e0c54187c4ca!8m2!3d-7.1781875!4d107.5483125!15sChFTdW5nYWkgUGFsYXlhbmdhbloTIhFzdW5nYWkgcGFsYXlhbmdhbpIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSSWEzVnRTRkpSRUFF4AEA-gEECAAQFQ!16s%2Fg%2F11t4j9zvqq?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
307,Perkebunan Teh Malabar,"Salah satu perkebunan teh yang cukup terkenal di Jawa Barat adalah perkebunan teh Malabar yang dibangun pada masa penjajahan kolonial Belanda tahun 1896. Perkebunan ini masuk dalam wilayah kecamatan Pangalengan Kabupaten Bandung, kira-kira 45 km dari pusat Kota Bandung. Jika anda berkunjung ke daerah ini, maka mata akan akan dimanjakan dengan aktivitas penduduk setempat yang mayoritas penduduknya menjadi pemetik teh dan memelihara sapi perah. Jadi jangan heran apabila anda memasuki daerah ini, anda akan melihat penduduk yang sedang memetik di kebun teh dan memelihara sapi. Namun, untuk mencapai perkebunan Malabar yang ada di Pangalengan ini, anda harus menempuh perjalanan yang panjang dan berkelok-kelok membuat anda harus berhati-hati.",Alam,Bandung,5000,44,"https://www.google.com/maps/place/Kebun+Teh+Malabar/@-7.229262,107.5721038,15z/data=!4m10!1m2!2m1!1sPerkebunan+Teh+Malabar!3m6!1s0x2e6897480de13ef3:0x57b366cbc0f31e51!8m2!3d-7.229262!4d107.5808585!15sChZQZXJrZWJ1bmFuIFRlaCBNYWxhYmFyWhgiFnBlcmtlYnVuYW4gdGVoIG1hbGFiYXKSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTldhVGxIVmxSM0VBReABAPoBBAgAEDk!16s%2Fg%2F11tmmx_7d3?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
308,Pemandian Air Panas Ciater,"Di Subang, terdapat kawasan pemandian Air Panas Ciater yang sering menjadi incaran wisatawan. Kawasan wisata yang buka 24 jam ini memiliki suhu air sekitar 43-46 derajat celcius. Sangat cocok untuk menyegarkan badan wisatawan. Terdapat berbagai kolam pemandian air panas di sini. Baik untuk dewasa maupun anak-anak. Untuk suhu air pada kolam anak terbatas hanya mencapai 39 derajat Celcius sedangkan kolam dewasa bisa mencapai 46 derajat Celcius.",Alam,Bandung,15000,43,"https://www.google.com/maps/place/Pemandian+Air+Panas+Ciater/@-6.7389132,107.651882,17z/data=!4m10!1m2!2m1!1sPemandian+Air+Panas+Ciater!3m6!1s0x2e68e14ab87870a5:0xede09c5e525fdcc0!8m2!3d-6.7389132!4d107.6540707!15sChpQZW1hbmRpYW4gQWlyIFBhbmFzIENpYXRlclocIhpwZW1hbmRpYW4gYWlyIHBhbmFzIGNpYXRlcpIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11b6dp54zh?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",
